PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;SOORT DIPLOMA;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW
Limburg;935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;bachelor;wo bachelor;54;90;74;106;76;143;82;148;95;161
Limburg;935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);50004;B Cultuurwetenschappen;voltijd onderwijs;bachelor;wo bachelor;22;78;26;65;33;65;27;74;28;69
Limburg;935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60002;M European Studies on Society, Science and Technology;voltijd onderwijs;master;wo master;0;0;1;0;0;0;0;0;0;0
Limburg;935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60016;M Cultuur-en Wetenschapsstudies;voltijd onderwijs;master;wo master;3;1;0;0;0;0;0;0;0;0
Limburg;935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;master;wo master;10;30;10;37;10;82;14;65;13;53
Limburg;935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60113;M Mediacultuur;voltijd onderwijs;master;wo master;3;1;0;0;0;0;0;0;0;0
Limburg;935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60114;M Cultuurbeleid,-beheer en -behoud;voltijd onderwijs;master;wo master;2;13;0;2;0;0;0;0;0;0
Limburg;935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60284;M Europese Studies;voltijd onderwijs;master;wo master;8;11;4;6;7;12;12;6;10;8
Limburg;935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60341;M Cultures of Arts, Science and Technology (research);voltijd onderwijs;master;wo master;2;6;0;0;0;0;0;0;0;0
Limburg;935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;master;wo master;0;0;6;2;1;3;4;6;0;2
Limburg;935;MAASTRICHT;reguliere inst.;21PJ;Universiteit Maastricht;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;voltijd onderwijs;master;wo master;3;18;2;10;2;14;3;14;4;7
Noord-Brabant;758;BREDA;reguliere inst.;21UI;NHTV Internationale Hogeschool Breda;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50756;B Vrijetijdwetenschappen;voltijd onderwijs;bachelor;wo bachelor;5;6;2;12;1;3;3;9;2;9
Noord-Brabant;758;BREDA;reguliere inst.;21UI;NHTV Internationale Hogeschool Breda;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60078;M Leisure Studies;voltijd onderwijs;master;wo master;0;0;0;0;4;10;5;11;3;3
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;deeltijd onderwijs;master;wo postmaster;2;0;0;0;0;0;2;1;1;1
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;voltijd onderwijs;master;wo postmaster;5;3;17;7;4;3;12;9;10;14
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);50441;B Industrial Design;voltijd onderwijs;bachelor;wo bachelor;54;27;61;31;52;28;61;56;52;40
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;deeltijd onderwijs;bachelor;wo bachelor;0;0;0;0;0;0;1;0;0;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56226;B Biomedische Technologie;voltijd onderwijs;bachelor;wo bachelor;26;36;46;23;41;39;50;51;60;68
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56265;B Technische Innovatiewetenschappen;deeltijd onderwijs;bachelor;wo bachelor;0;0;0;0;0;0;1;0;0;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56265;B Technische Innovatiewetenschappen;voltijd onderwijs;bachelor;wo bachelor;20;8;14;11;36;12;25;21;55;23
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56951;B Bouwkunde;deeltijd onderwijs;bachelor;wo bachelor;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;bachelor;wo bachelor;153;71;135;64;104;58;87;51;68;42
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;bachelor;wo bachelor;42;0;32;2;56;2;67;6;94;7
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;voltijd onderwijs;bachelor;wo bachelor;24;7;29;9;42;6;50;15;29;18
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;bachelor;wo bachelor;43;2;52;5;43;4;53;7;77;12
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;bachelor;wo bachelor;37;5;46;2;57;3;55;5;89;6
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;bachelor;wo bachelor;21;6;13;5;17;5;25;10;17;5
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;bachelor;wo bachelor;109;6;118;10;144;9;119;12;135;11
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56994;B Technische Bedrijfskunde;voltijd onderwijs;bachelor;wo bachelor;88;28;88;20;115;36;136;42;129;42
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60331;M Embedded Systems;voltijd onderwijs;master;wo master;37;2;30;2;23;3;43;8;42;8
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60337;M Construction Management and Engineering;voltijd onderwijs;master;wo master;19;8;13;4;27;9;25;13;21;13
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60344;M Medical Engineering;voltijd onderwijs;master;wo master;10;8;9;5;11;5;11;11;11;8
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60347;M Industrial and Applied Mathematics;voltijd onderwijs;master;wo master;13;2;11;8;14;6;21;5;25;7
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;deeltijd onderwijs;master;wo master;0;0;0;0;2;0;2;0;0;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60353;M Electrical Engineering;voltijd onderwijs;master;wo master;49;4;63;4;79;13;82;18;82;20
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60359;M Systems and Control;voltijd onderwijs;master;wo master;6;2;8;2;12;1;19;1;32;2
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60428;M Automotive Technology;voltijd onderwijs;master;wo master;21;1;21;0;21;0;34;0;58;1
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60430;M Innovation Management;voltijd onderwijs;master;wo master;46;2;60;7;54;9;58;8;54;17
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60431;M Human-technology Interaction;voltijd onderwijs;master;wo master;7;9;11;6;13;10;15;11;8;15
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60432;M Business Information Systems;voltijd onderwijs;master;wo master;11;6;18;2;16;3;22;8;18;8
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60434;M Architecture, Building and Planning;deeltijd onderwijs;master;wo master;1;0;0;0;1;0;0;0;0;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60434;M Architecture, Building and Planning;voltijd onderwijs;master;wo master;178;61;170;77;210;82;232;81;175;61
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60436;M Applied Physics;voltijd onderwijs;master;wo master;52;5;36;8;36;2;35;3;44;3
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60437;M Chemical Engineering;duaal onderwijs;master;wo master;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60437;M Chemical Engineering;voltijd onderwijs;master;wo master;48;12;53;13;56;12;43;10;52;17
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60438;M Computer Science and Engineering;voltijd onderwijs;master;wo master;38;7;49;6;51;4;58;8;46;8
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;voltijd onderwijs;master;wo master;110;11;86;2;92;7;120;10;105;12
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60441;M Industrial Design;voltijd onderwijs;master;wo master;35;17;44;15;31;14;33;25;37;24
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);60443;M Sustainable Energy Technology;voltijd onderwijs;master;wo master;44;13;56;11;39;6;35;12;36;12
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;deeltijd onderwijs;master;wo master;0;0;1;0;0;0;0;0;0;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;voltijd onderwijs;master;wo master;22;16;35;21;23;19;27;18;27;26
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66265;M Innovation Sciences;voltijd onderwijs;master;wo master;9;7;12;6;9;6;13;10;17;7
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66430;M Operations Management and Logistics;voltijd onderwijs;master;wo master;68;18;61;19;80;18;95;30;94;28
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66904;M Science and Technology of Nuclear Fusion;voltijd onderwijs;master;wo master;0;0;0;0;2;0;4;1;5;1
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);69301;M Building Services;duaal onderwijs;master;wo master;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);69301;M Building Services;voltijd onderwijs;master;wo master;6;2;0;0;0;0;0;0;0;0
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);50750;B Bedrijfseconomie;voltijd onderwijs;bachelor;wo bachelor;292;100;222;93;222;94;206;94;179;81
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;bachelor;wo bachelor;14;6;23;6;48;13;46;19;49;14
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);50952;B International Business Administration;voltijd onderwijs;bachelor;wo bachelor;134;72;98;81;85;56;73;61;81;65
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);56401;B Economie;voltijd onderwijs;bachelor;wo bachelor;23;11;26;11;20;17;12;7;23;20
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);56402;B Fiscale Economie;voltijd onderwijs;bachelor;wo bachelor;50;26;52;22;40;13;34;18;41;23
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;bachelor;wo bachelor;38;21;39;10;54;22;26;18;44;10
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60046;M Finance;voltijd onderwijs;master;wo master;119;48;146;52;121;40;114;40;128;48
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60056;M Econometrics and Mathematical Economics;voltijd onderwijs;master;wo master;4;8;6;5;11;8;14;6;11;9
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60057;M Operations Research and Management Science;voltijd onderwijs;master;wo master;21;8;19;10;16;6;17;5;20;6
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60058;M Quantitative Finance and Actuarial Science;voltijd onderwijs;master;wo master;19;7;18;9;18;10;17;7;14;6
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60059;M Accounting;voltijd onderwijs;master;wo master;71;50;149;66;107;63;0;0;0;0
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60060;M Accountancy;voltijd onderwijs;master;wo master;0;0;0;0;1;1;95;51;127;45
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60063;M Marketing Management;voltijd onderwijs;master;wo master;122;71;105;86;131;95;105;78;106;92
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60064;M Marketing Analytics;voltijd onderwijs;master;wo master;5;7;6;8;6;13;8;20;8;11
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60066;M Strategic Management;voltijd onderwijs;master;wo master;121;26;84;26;77;21;70;33;121;40
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60093;M Supply Chain Management;voltijd onderwijs;master;wo master;75;16;78;14;57;28;63;37;93;48
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60407;M International Management;voltijd onderwijs;master;wo master;44;23;31;22;32;31;37;28;33;29
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60898;M Economics and Finance of Aging;voltijd onderwijs;master;wo master;10;5;3;7;1;0;0;0;0;0
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60908;M Research Master in Business (research);voltijd onderwijs;master;wo master;15;16;7;9;11;11;14;8;10;5
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);60909;M Research Master in Economics (research);voltijd onderwijs;master;wo master;13;5;8;5;8;7;8;9;9;4
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);66401;M Economics;voltijd onderwijs;master;wo master;28;24;31;10;37;24;35;26;49;33
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;economie;n.v.t. (economie);66402;M Fiscale Economie;voltijd onderwijs;master;wo master;28;23;37;25;38;25;43;22;25;17
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50754;B Organisatiewetenschappen;voltijd onderwijs;bachelor;wo bachelor;27;42;35;36;26;50;21;46;39;33
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50755;B Personeelwetenschappen;voltijd onderwijs;bachelor;wo bachelor;14;23;10;27;8;39;14;41;8;42
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50756;B Vrijetijdwetenschappen;voltijd onderwijs;bachelor;wo bachelor;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;bachelor;wo bachelor;3;12;13;20;16;16;7;13;7;17
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;bachelor;wo bachelor;71;214;71;257;64;206;53;145;60;162
Noord-Brabant;855;TILBURG;reguliere inst.;21PN;Tilburg University;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;bachelor;wo bachelor;16;13;21;17;18;18;27;16;21;14
